FID,÷≤±ª»∫,¥Û¿‡,Vegatation,Code,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7,X,Y
3641,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,82,33,63,190,231,36,10,0,0,32767,741,789,809,789,760,32767,753,158.098999,4298,1.00134,422,21,853,-23,525,47,593,430,452,385,597,637,441,734,870,795,612,442,519,520,360,100,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13658,13964,13668,0,14226,14604,14925,15141,14869,15113,15202,15100,0,14940,15138,15268,15214,14907,14591,14345,14244,13894,13444,14485.52174,14571.1087,14469.75,14555.91111,14408.26087,741,21,906,-27,737,108,1645,888,876,836,1086,1301,1013,1395,1803,1627,1416,942,1079,948,863,114,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288148,0.0245353,0.0020707,0.0047867,0.010457,0.0061517,0.0812339,0.045232,0.0799381,0.0058124,0.0296688,0.0139148,8,5.166666667,7.416666667,5.416666667,6.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1205,1425,587,1050,1704,1423,1357,1778,2022,1512,1942,2653,2794,2193,1450,1787,827,1116,1643,1466,1297,1458,1986,634,1144,2010,2001,1661,1605,2139,610,1124,1923,1920,1608,79.71525,33.35115
3642,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,82,33,63,190,231,36,10,0,0,32767,741,789,809,789,760,32767,753,155.8739929,4297,2.7132199,422,21,853,-23,525,47,593,430,452,385,597,637,441,734,870,795,612,442,519,520,360,100,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13658,13964,13668,0,14226,14604,14925,15141,14869,15113,15202,15100,0,14940,15138,15268,15214,14907,14591,14345,14244,13894,13444,14485.52174,14571.1087,14469.75,14555.91111,14408.26087,741,21,906,-27,737,108,1645,888,876,836,1086,1301,1013,1395,1803,1627,1416,942,1079,948,863,114,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288148,0.0245353,0.0020707,0.0047867,0.010457,0.0061517,0.0812339,0.045232,0.0799381,0.0058124,0.0296688,0.0139148,8,5.166666667,7.416666667,5.416666667,6.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1205,1425,587,1050,1704,1423,1357,1778,2022,1512,1942,2653,2794,2193,1450,1787,827,1116,1643,1466,1297,1458,1986,634,1144,2010,2001,1661,1605,2139,610,1124,1923,1920,1608,79.71541667,33.35123333
3643,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,82,33,63,190,231,36,10,0,0,32767,741,789,809,789,760,32767,753,155.8739929,4297,2.7132199,422,21,853,-23,525,47,593,430,452,385,597,637,441,734,870,795,612,442,519,520,360,100,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13658,13964,13668,0,14226,14604,14925,15141,14869,15113,15202,15100,0,14940,15138,15268,15214,14907,14591,14345,14244,13894,13444,14485.52174,14571.1087,14469.75,14555.91111,14408.26087,741,21,906,-27,737,108,1645,888,876,836,1086,1301,1013,1395,1803,1627,1416,942,1079,948,863,114,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288148,0.0245353,0.0020707,0.0047867,0.010457,0.0061517,0.0812339,0.045232,0.0799381,0.0058124,0.0296688,0.0139148,8,5.166666667,7.416666667,5.416666667,6.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1205,1425,587,1050,1704,1423,1357,1778,2022,1512,1942,2653,2794,2193,1450,1787,827,1116,1643,1466,1297,1458,1986,634,1144,2010,2001,1661,1605,2139,610,1124,1923,1920,1608,79.71568333,33.35121667
3656,œﬂ“∂·‘≤›≤›µÈ,≤›µÈ,œﬂ“∂·‘≤›≤›µÈ,9,0,0,0,163,857,940,1027,970,718,491,232,0,32767,707,562,579,550,621,702,32767,316.894989,3706,5.9180498,607,360,822,618,-89,-162,954,1336,385,2664,3742,4941,4076,3415,3375,3088,-101,2660,1484,560,109,269,130,0,0,1,0,0,0,9,102,100,85,306,100,63,282,379,265,14,126,33,3,0,0,0,1,1,2,2,0,0,1,5,5,8,14,7,10,31,13,14,1,7,5,1,1,1,1,13883,13971,14160,14162,13482,13615,13948,14657,14557,14117,14904,0,0,14813,14861,14588,0,14647,14214,13890,14058,13704,13793,14551.93478,14446.7907,14466.68182,14421.26829,14395.81395,677,553,1551,752,-81,-149,1546,2814,511,5158,6575,6335,6129,6342,6019,5793,-95,5197,3272,594,100,270,200,0,0,0,0,0,0,7,90,85,76,263,86,54,242,307,230,12,108,25,1,0,0,0,9,9,15,15,0,1,5,24,21,36,50,29,37,75,52,54,5,38,24,7,9,9,9,0.0118088,0.0282408,0.0287719,0.0510078,0.146496,0.229853,0.200092,0.207832,0.193447,0.115987,0.0316179,0.0026812,55.25,60.75,73.83333333,74.25,62.58333333,888,888,888,888,888,888,888,888,888,874,728,728,801,2508,173,603,3657,2696,1660,871,3883,507,977,4653,3177,1715,561,2507,204,528,2957,2171,950,641,2407,229,541,3103,2233,1087,763,2093,284,476,2759,2233,1191,101.5403849,33.30018365
3657,œﬂ“∂·‘≤›≤›µÈ,≤›µÈ,œﬂ“∂·‘≤›≤›µÈ,9,0,0,0,163,857,940,1027,970,718,491,232,0,32767,707,562,579,550,621,702,32767,316.894989,3706,5.9180498,607,360,822,618,-89,-162,954,1336,385,2664,3742,4941,4076,3415,3375,3088,-101,2660,1484,560,109,269,130,0,0,1,0,0,0,9,102,100,85,306,100,63,282,379,265,14,126,33,3,0,0,0,1,1,2,2,0,0,1,5,5,8,14,7,10,31,13,14,1,7,5,1,1,1,1,13883,13971,14160,14162,13482,13615,13948,14657,14557,14117,14904,0,0,14813,14861,14588,0,14647,14214,13890,14058,13704,13793,14551.93478,14446.7907,14466.68182,14421.26829,14395.81395,677,553,1551,752,-81,-149,1546,2814,511,5158,6575,6335,6129,6342,6019,5793,-95,5197,3272,594,100,270,200,0,0,0,0,0,0,7,90,85,76,263,86,54,242,307,230,12,108,25,1,0,0,0,9,9,15,15,0,1,5,24,21,36,50,29,37,75,52,54,5,38,24,7,9,9,9,0.0118088,0.0282408,0.0287719,0.0510078,0.146496,0.229853,0.200092,0.207832,0.193447,0.115987,0.0316179,0.0026812,55.25,60.75,73.83333333,74.25,62.58333333,888,888,888,888,888,888,888,888,888,874,728,728,801,2508,173,603,3657,2696,1660,871,3883,507,977,4653,3177,1715,561,2507,204,528,2957,2171,950,641,2407,229,541,3103,2233,1087,763,2093,284,476,2759,2233,1191,101.5403849,33.30018365
3658,œﬂ“∂·‘≤›≤›µÈ,≤›µÈ,œﬂ“∂·‘≤›≤›µÈ,9,0,0,0,163,857,940,1027,970,718,491,232,0,32767,707,562,579,550,621,702,32767,316.894989,3706,5.9180498,607,360,822,618,-89,-162,954,1336,385,2664,3742,4941,4076,3415,3375,3088,-101,2660,1484,560,109,269,130,0,0,1,0,0,0,9,102,100,85,306,100,63,282,379,265,14,126,33,3,0,0,0,1,1,2,2,0,0,1,5,5,8,14,7,10,31,13,14,1,7,5,1,1,1,1,13883,13971,14160,14162,13482,13615,13948,14657,14557,14117,14904,0,0,14813,14861,14588,0,14647,14214,13890,14058,13704,13793,14551.93478,14446.7907,14466.68182,14421.26829,14395.81395,677,553,1551,752,-81,-149,1546,2814,511,5158,6575,6335,6129,6342,6019,5793,-95,5197,3272,594,100,270,200,0,0,0,0,0,0,7,90,85,76,263,86,54,242,307,230,12,108,25,1,0,0,0,9,9,15,15,0,1,5,24,21,36,50,29,37,75,52,54,5,38,24,7,9,9,9,0.0118088,0.0282408,0.0287719,0.0510078,0.146496,0.229853,0.200092,0.207832,0.193447,0.115987,0.0316179,0.0026812,55.25,60.75,73.83333333,74.25,62.58333333,888,888,888,888,888,888,888,888,888,874,728,728,801,2508,173,603,3657,2696,1660,871,3883,507,977,4653,3177,1715,561,2507,204,528,2957,2171,950,641,2407,229,541,3103,2233,1087,763,2093,284,476,2759,2233,1191,101.5403849,33.30018365
3659,œﬂ“∂·‘≤›≤›µÈ,≤›µÈ,œﬂ“∂·‘≤›≤›µÈ,9,0,0,0,163,857,940,1027,970,718,491,232,0,32767,707,562,579,550,621,702,32767,316.894989,3706,5.9180498,607,360,822,618,-89,-162,954,1336,385,2664,3742,4941,4076,3415,3375,3088,-101,2660,1484,560,109,269,130,0,0,1,0,0,0,9,102,100,85,306,100,63,282,379,265,14,126,33,3,0,0,0,1,1,2,2,0,0,1,5,5,8,14,7,10,31,13,14,1,7,5,1,1,1,1,13883,13971,14160,14162,13482,13615,13948,14657,14557,14117,14904,0,0,14813,14861,14588,0,14647,14214,13890,14058,13704,13793,14551.93478,14446.7907,14466.68182,14421.26829,14395.81395,677,553,1551,752,-81,-149,1546,2814,511,5158,6575,6335,6129,6342,6019,5793,-95,5197,3272,594,100,270,200,0,0,0,0,0,0,7,90,85,76,263,86,54,242,307,230,12,108,25,1,0,0,0,9,9,15,15,0,1,5,24,21,36,50,29,37,75,52,54,5,38,24,7,9,9,9,0.0118088,0.0282408,0.0287719,0.0510078,0.146496,0.229853,0.200092,0.207832,0.193447,0.115987,0.0316179,0.0026812,55.25,60.75,73.83333333,74.25,62.58333333,888,888,888,888,888,888,888,888,888,874,728,728,801,2508,173,603,3657,2696,1660,871,3883,507,977,4653,3177,1715,561,2507,204,528,2957,2171,950,641,2407,229,541,3103,2233,1087,763,2093,284,476,2759,2233,1191,101.5403849,33.30018365
3707,¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,26,846,960,1010,940,737,251,118,0,762,834,712,714,738,635,774,749,6.6427999,3695,15.5150003,982,1801,418,758,729,490,1030,899,2030,2131,1740,4660,5018,4683,4046,4612,3659,2766,1580,627,1003,1981,1198,0,0,0,0,0,0,8,64,53,17,181,37,61,368,311,287,37,84,9,0,0,0,0,1,1,1,1,0,1,1,2,4,1,10,13,4,21,16,15,2,7,1,2,1,2,2,13824,13878,13835,13668,13945,14097,14502,14726,13959,14207,15176,14210,13909,14851,14821,14551,13866,14631,14191,14190,14184,13691,13654,14442.78261,14477.95455,14391.47727,14366.09302,14373.82222,1236,2221,408,1089,936,586,1701,1017,3061,3158,6317,6343,6950,6629,6187,6899,4724,3929,2834,1160,1514,2730,1631,0,0,0,0,0,0,7,55,46,14,160,32,53,308,258,243,33,75,6,0,0,0,0,9,9,7,7,2,6,6,12,18,5,42,44,18,64,56,57,12,39,7,13,8,17,13,0.0070132,0.0237176,0.0265478,0.0550977,0.154195,0.195073,0.191783,0.222566,0.209121,0.090562,0.0240457,0.0032146,54.16666667,58.33333333,69.41666667,69.75,54,1084,1084,1084,1084,1084,1084,1013,894,1084,1084,1084,1084,1693,3256,678,1135,3790,3632,1990,845,3777,416,900,4504,3124,1775,540,3577,287,683,3690,2626,1203,637,3472,257,727,4161,2934,1517,1701,3289,1234,1530,3677,3241,2171,100.5964258,33.09038439
3708,¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,26,846,960,1010,940,737,251,118,0,762,834,712,714,738,635,774,749,6.6427999,3695,15.5150003,982,1801,418,758,729,490,1030,899,2030,2131,1740,4660,5018,4683,4046,4612,3659,2766,1580,627,1003,1981,1198,0,0,0,0,0,0,8,64,53,17,181,37,61,368,311,287,37,84,9,0,0,0,0,1,1,1,1,0,1,1,2,4,1,10,13,4,21,16,15,2,7,1,2,1,2,2,13824,13878,13835,13668,13945,14097,14502,14726,13959,14207,15176,14210,13909,14851,14821,14551,13866,14631,14191,14190,14184,13691,13654,14442.78261,14477.95455,14391.47727,14366.09302,14373.82222,1236,2221,408,1089,936,586,1701,1017,3061,3158,6317,6343,6950,6629,6187,6899,4724,3929,2834,1160,1514,2730,1631,0,0,0,0,0,0,7,55,46,14,160,32,53,308,258,243,33,75,6,0,0,0,0,9,9,7,7,2,6,6,12,18,5,42,44,18,64,56,57,12,39,7,13,8,17,13,0.0070132,0.0237176,0.0265478,0.0550977,0.154195,0.195073,0.191783,0.222566,0.209121,0.090562,0.0240457,0.0032146,54.16666667,58.33333333,69.41666667,69.75,54,1084,1084,1084,1084,1084,1084,1013,894,1084,1084,1084,1084,1693,3256,678,1135,3790,3632,1990,845,3777,416,900,4504,3124,1775,540,3577,287,683,3690,2626,1203,637,3472,257,727,4161,2934,1517,1701,3289,1234,1530,3677,3241,2171,100.5964258,33.09038439
3709,¥πÀÎ≈˚ºÓ≤›≤›µÈ,≤›µÈ,¥πÀÎ≈˚ºÓ≤›≤›µÈ,10,0,0,0,26,846,960,1010,940,737,251,118,0,762,834,712,714,738,635,774,749,6.6427999,3695,15.5150003,982,1801,418,758,729,490,1030,899,2030,2131,1740,4660,5018,4683,4046,4612,3659,2766,1580,627,1003,1981,1198,0,0,0,0,0,0,8,64,53,17,181,37,61,368,311,287,37,84,9,0,0,0,0,1,1,1,1,0,1,1,2,4,1,10,13,4,21,16,15,2,7,1,2,1,2,2,13824,13878,13835,13668,13945,14097,14502,14726,13959,14207,15176,14210,13909,14851,14821,14551,13866,14631,14191,14190,14184,13691,13654,14442.78261,14477.95455,14391.47727,14366.09302,14373.82222,1236,2221,408,1089,936,586,1701,1017,3061,3158,6317,6343,6950,6629,6187,6899,4724,3929,2834,1160,1514,2730,1631,0,0,0,0,0,0,7,55,46,14,160,32,53,308,258,243,33,75,6,0,0,0,0,9,9,7,7,2,6,6,12,18,5,42,44,18,64,56,57,12,39,7,13,8,17,13,0.0070132,0.0237176,0.0265478,0.0550977,0.154195,0.195073,0.191783,0.222566,0.209121,0.090562,0.0240457,0.0032146,54.16666667,58.33333333,69.41666667,69.75,54,1084,1084,1084,1084,1084,1084,1013,894,1084,1084,1084,1084,1693,3256,678,1135,3790,3632,1990,845,3777,416,900,4504,3124,1775,540,3577,287,683,3690,2626,1203,637,3472,257,727,4161,2934,1517,1701,3289,1234,1530,3677,3241,2171,100.5964258,33.09038439
3791,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,35,95,24,228,230,52,6,0,0,843,881,863,831,877,879,912,847,212.6790009,4807,8.7639503,564,564,573,650,452,557,516,580,578,627,659,746,799,1077,1082,953,881,840,631,575,516,501,492,0,0,0,0,0,0,4,5,9,20,29,50,42,30,67,51,18,9,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,2,1,1,1,1,1,13455,13683,13750,13785,14184,14124,14898,15180,15010,15310,15432,15628,14607,14029,14658,14514,15103,14551,14533,14257,13956,13893,13502,14653.51111,14659.46667,14527.13043,14630.91304,14546.86957,911,906,912,824,771,839,862,851,964,1008,1048,1092,1383,1784,1614,1553,1383,1370,1067,1001,999,856,890,0,0,0,0,0,0,3,2,8,16,24,48,36,27,58,44,12,8,1,0,0,0,0,9,9,9,7,7,6,6,6,6,6,10,11,12,12,40,13,15,13,7,9,10,9,9,0.0241591,0.0602189,0.0167574,0.0611814,0.0052782,0.0286987,0.0109324,0.0490395,0.0464034,0.0041151,0.0158958,0.0501755,10.25,8.083333333,8.083333333,6,5.75,1,1,1,1,1,1,1,1,1,1,1,1,2362,2933,1041,1712,3073,3578,2935,2565,3348,1222,2174,3926,4235,3393,7006,7160,4867,4979,5423,3821,2366,1610,2278,907,1361,2951,2902,2190,1766,2327,832,1379,2891,3010,2499,83.01913333,32.79128333
3792,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,35,95,24,228,230,52,6,0,0,843,881,863,831,877,879,912,847,211.7120056,4802,16.2966995,564,564,573,650,452,557,516,580,578,627,659,746,799,1077,1082,953,881,840,631,575,516,501,492,0,0,0,0,0,0,4,5,9,20,29,50,42,30,67,51,18,9,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,2,1,1,1,1,1,13455,13683,13750,13785,14184,14124,14898,15180,15010,15310,15432,15628,14607,14029,14658,14514,15103,14551,14533,14257,13956,13893,13502,14653.51111,14659.46667,14527.13043,14630.91304,14546.86957,911,906,912,824,771,839,862,851,964,1008,1048,1092,1383,1784,1614,1553,1383,1370,1067,1001,999,856,890,0,0,0,0,0,0,3,2,8,16,24,48,36,27,58,44,12,8,1,0,0,0,0,9,9,9,7,7,6,6,6,6,6,10,11,12,12,40,13,15,13,7,9,10,9,9,0.0241591,0.0602189,0.0167574,0.0611814,0.0052782,0.0286987,0.0109324,0.0490395,0.0464034,0.0041151,0.0158958,0.0501755,10.25,8.083333333,8.083333333,6,5.75,1,1,1,1,1,1,1,1,1,1,1,1,2362,2933,1041,1712,3073,3578,2935,2565,3348,1222,2174,3926,4235,3393,7006,7160,4867,4979,5423,3821,2366,1610,2278,907,1361,2951,2902,2190,1766,2327,832,1379,2891,3010,2499,83.01916667,32.79125
3793,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,20,0,0,0,35,95,24,228,230,52,6,0,0,843,881,863,831,877,879,912,847,212.6790009,4807,8.7639503,564,564,573,650,452,557,516,580,578,627,659,746,799,1077,1082,953,881,840,631,575,516,501,492,0,0,0,0,0,0,4,5,9,20,29,50,42,30,67,51,18,9,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,8,2,2,2,1,1,1,1,1,13455,13683,13750,13785,14184,14124,14898,15180,15010,15310,15432,15628,14607,14029,14658,14514,15103,14551,14533,14257,13956,13893,13502,14653.51111,14659.46667,14527.13043,14630.91304,14546.86957,911,906,912,824,771,839,862,851,964,1008,1048,1092,1383,1784,1614,1553,1383,1370,1067,1001,999,856,890,0,0,0,0,0,0,3,2,8,16,24,48,36,27,58,44,12,8,1,0,0,0,0,9,9,9,7,7,6,6,6,6,6,10,11,12,12,40,13,15,13,7,9,10,9,9,0.0241591,0.0602189,0.0167574,0.0611814,0.0052782,0.0286987,0.0109324,0.0490395,0.0464034,0.0041151,0.0158958,0.0501755,10.25,8.083333333,8.083333333,6,5.75,1,1,1,1,1,1,1,1,1,1,1,1,2362,2933,1041,1712,3073,3578,2935,2565,3348,1222,2174,3926,4235,3393,7006,7160,4867,4979,5423,3821,2366,1610,2278,907,1361,2951,2902,2190,1766,2327,832,1379,2891,3010,2499,83.0192,32.79138333
3869,Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,841,1023,1023,751,801,0,0,0,32767,32767,809,830,886,894,887,833,162.427002,4615,8.3890305,1248,1389,1160,1359,1120,1182,1517,1302,1674,1834,2891,3254,4078,3259,3642,3132,2563,1650,1267,1355,1030,1063,865,0,0,0,0,0,0,4,30,38,75,253,250,27,274,280,202,115,70,4,0,0,0,0,1,2,2,1,2,2,2,2,2,5,6,11,14,13,12,11,7,5,3,1,2,1,1,13659,13537,13912,14217,14038,14522,14658,15112,14891,14719,15024,14813,0,14564,14743,14577,14403,14314,13986,14038,14096,13966,13568,14296.75556,14299.6087,14333.69565,14292.35556,14279.45652,2098,1825,2019,2075,2024,2026,2219,2229,2586,3347,4571,5150,6133,5528,5492,5242,4266,3460,2482,2264,2067,2070,1518,0,0,0,0,0,0,3,26,33,64,210,209,24,215,233,174,95,59,1,0,0,0,0,9,13,11,7,12,9,11,12,12,23,27,42,54,46,51,49,40,29,16,9,18,9,9,0.009512,0.0144963,0.0213432,0.0198189,0.045963,0.110282,0.164609,0.14588,0.131914,0.031736,0.0113925,0.0053971,30.58333333,41.08333333,45.91666667,40.25,35.33333333,720,720,720,720,581,520,455,249,228,228,228,228,1082,2171,510,820,2877,3286,2184,884,3128,409,836,3562,2859,1463,2005,3741,1031,1314,3536,2876,1745,948,3068,469,899,4059,3226,1930,928,1910,347,609,2360,1899,1135,92.3153,32.14391667
3870,Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,841,1023,1023,751,801,0,0,0,32767,32767,809,830,886,894,887,833,167.5859985,4619,10.0466995,1248,1389,1160,1359,1120,1182,1517,1302,1674,1834,2891,3254,4078,3259,3642,3132,2563,1650,1267,1355,1030,1063,865,0,0,0,0,0,0,4,30,38,75,253,250,27,274,280,202,115,70,4,0,0,0,0,1,2,2,1,2,2,2,2,2,5,6,11,14,13,12,11,7,5,3,1,2,1,1,13659,13537,13912,14217,14038,14522,14658,15112,14891,14719,15024,14813,0,14564,14743,14577,14403,14314,13986,14038,14096,13966,13568,14296.75556,14299.6087,14333.69565,14292.35556,14279.45652,2098,1825,2019,2075,2024,2026,2219,2229,2586,3347,4571,5150,6133,5528,5492,5242,4266,3460,2482,2264,2067,2070,1518,0,0,0,0,0,0,3,26,33,64,210,209,24,215,233,174,95,59,1,0,0,0,0,9,13,11,7,12,9,11,12,12,23,27,42,54,46,51,49,40,29,16,9,18,9,9,0.009512,0.0144963,0.0213432,0.0198189,0.045963,0.110282,0.164609,0.14588,0.131914,0.031736,0.0113925,0.0053971,30.58333333,41.08333333,45.91666667,40.25,35.33333333,720,720,720,720,581,520,455,249,228,228,228,228,1082,2171,510,820,2877,3286,2184,884,3128,409,836,3562,2859,1463,2005,3741,1031,1314,3536,2876,1745,948,3068,469,899,4059,3226,1930,928,1910,347,609,2360,1899,1135,92.31496667,32.14398333
3871,Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,841,1023,1023,751,801,0,0,0,32767,32767,809,830,886,894,887,833,130.3950043,4616,5.7198801,1131,1347,1132,1166,1241,1397,1531,1399,1900,1856,3394,4208,4767,3910,4103,3165,2663,1853,1248,1308,1127,1091,1019,0,0,0,0,0,0,4,30,38,75,253,250,27,274,280,202,115,70,4,0,0,0,0,1,2,2,1,2,2,2,2,2,5,6,11,14,13,12,11,7,5,3,1,2,1,1,13659,13537,13912,14217,14038,14522,14658,15112,14891,14719,15024,14813,0,14564,14743,14577,14403,14314,13986,14038,14096,13966,13568,14296.75556,14299.6087,14333.69565,14292.35556,14279.45652,2063,1966,2103,1782,2124,2225,2388,2440,2771,2962,5135,6052,6815,6490,6061,5500,4621,3671,2510,2193,2268,2221,1766,0,0,0,0,0,0,3,26,33,64,210,209,24,215,233,174,95,59,1,0,0,0,0,9,13,11,7,12,9,11,12,12,23,27,42,54,46,51,49,40,29,16,9,18,9,9,0.009512,0.0144963,0.0213432,0.0198189,0.045963,0.110282,0.164609,0.14588,0.131914,0.031736,0.0113925,0.0053971,30.58333333,41.08333333,45.91666667,40.25,35.33333333,720,720,720,720,581,520,455,249,228,228,228,228,1081,2140,510,820,2877,3286,2184,804,3269,409,836,3562,2859,1463,1337,2650,1031,1314,3536,2876,1745,924,3166,469,899,4059,3226,1930,904,1953,347,609,2360,1899,1135,92.31545,32.14343333
