Vegatation,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,175,899,792,733,500,0,0,0,753,794,877,822,853,779,777,808,52.770401,4298,12.0999002,-116,-142,-39,-128,-323,-134,900,872,834,1215,1657,2357,2133,2180,2105,2045,1706,1247,119,-19,-67,31,247,0,0,0,0,0,0,0,21,10,22,66,84,125,122,131,99,37,24,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,5,3,6,6,5,1,3,0,1,1,0,0,12969,12721,13463,13129,13110,13384,13868,14246,14138,14185,14432,14771,14496,14735,14799,14697,14198,14270,13737,13670,13761,13238,13145,14490.28889,14464.75556,14164.27273,13984.68889,13808.44444,-108,-131,-35,-117,-295,-120,1667,1476,1543,2064,3489,3741,3773,3856,3225,3180,2844,2617,126,-19,-62,29,266,0,0,0,0,0,0,0,21,7,19,56,71,109,107,116,88,30,21,0,0,0,0,0,0,0,1,0,0,0,6,8,10,6,16,25,13,31,30,25,5,19,2,7,9,2,2,0.009426,0.0158752,0.0141435,0.0276406,0.0981736,0.13267,0.107399,0.0622522,0.0745922,0.0590298,0.0181886,0.0016514,31.25,36.16666667,42.16666667,40.75,30.58333333,195,195,195,195,195,195,72,50,38,38,38,38,1607,2443,771,1234,2718,2520,1649,1247,2738,602,1067,2621,2058,1127,1499,2983,618,1047,2961,2350,1309,1254,2424,584,973,2889,2256,1372,1161,2132,554,803,2257,1705,869
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,175,899,792,733,500,0,0,0,753,794,877,822,853,779,777,808,336.1600037,4287,7.40413,-93,-130,-48,-116,-320,-167,609,630,991,1049,777,2247,2133,2092,2005,2143,1706,1180,18,68,11,111,404,0,0,0,0,0,0,0,21,10,22,66,84,125,122,131,99,37,24,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,5,3,6,6,5,1,3,0,1,1,0,0,12969,12721,13463,13129,13110,13384,13868,14246,14138,14185,14432,14771,14496,14735,14799,14697,14198,14270,13737,13670,13761,13238,13145,14490.28889,14464.75556,14164.27273,13984.68889,13808.44444,-87,-120,-43,-106,-293,-151,1144,1107,1858,1812,1946,3586,3773,3620,3117,3285,2844,2477,20,68,10,103,461,0,0,0,0,0,0,0,21,7,19,56,71,109,107,116,88,30,21,0,0,0,0,0,0,0,1,0,0,0,6,8,10,6,16,25,13,31,30,25,5,19,2,7,9,2,2,0.009426,0.0158752,0.0141435,0.0276406,0.0981736,0.13267,0.107399,0.0622522,0.0745922,0.0590298,0.0181886,0.0016514,31.25,36.16666667,42.16666667,40.75,30.58333333,195,195,195,195,195,195,72,50,38,38,38,38,1646,2375,771,1234,2718,2520,1649,1293,2739,602,1067,2621,2058,1127,1511,2933,618,1047,2961,2350,1309,1273,2460,584,973,2889,2256,1372,1376,2343,554,803,2257,1705,869
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,175,899,792,733,500,0,0,0,767,762,877,822,853,779,761,802,314.6459961,4286,10.4565001,-99,-120,-89,-116,-327,-130,449,630,940,874,777,1960,1747,1954,2005,2111,1715,1180,165,62,11,13,437,0,0,0,0,0,0,0,21,10,22,66,84,107,122,131,132,33,24,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4,2,6,6,5,2,3,0,1,1,0,1,12986,12729,13473,13131,13109,13384,13794,14250,14113,14152,14340,14710,14512,14746,14741,14646,13900,14226,13757,13686,13751,13263,13186,14490.28889,14464.75556,14164.27273,13984.68889,13808.44444,-92,-111,-80,-106,-299,-117,869,1107,1760,1674,1946,3248,3409,3632,3117,3254,2973,2477,207,61,10,12,485,0,0,0,0,0,0,0,20,7,19,56,71,92,107,115,109,28,21,0,0,0,0,0,0,0,1,0,0,0,6,6,11,6,10,23,10,31,26,24,10,19,2,9,9,2,3,0.009426,0.0158752,0.0141435,0.0276406,0.0981736,0.13267,0.107399,0.0622522,0.0745922,0.0590298,0.0181886,0.0016514,31.25,36.16666667,42.16666667,40.75,30.58333333,195,195,195,195,195,195,72,50,38,38,38,38,1248,1750,652,1021,2321,1846,1171,1298,2547,588,1005,2753,2135,1103,1584,2950,649,1087,3283,2319,1469,1273,2460,551,947,2473,1897,1123,1376,2343,706,1074,2910,2340,1673
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,29,739,924,882,542,0,0,0,32767,32767,32767,795,795,751,32767,32767,57.137001,4475,21.7208004,-112,-37,-71,-153,-207,-289,-320,-136,-553,842,839,3620,2716,3933,3734,3970,2880,1774,127,-167,-147,-103,-80,0,0,0,0,0,0,0,0,5,2,26,14,60,92,111,78,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,6,10,5,2,2,0,0,0,0,0,13035,12943,12828,13151,13160,13437,13694,14021,14060,13987,14240,0,14240,14939,14831,14623,13728,13982,13635,13450,13460,12992,13006,14128.73913,14261.27273,14012.15909,13951.26667,13809.37209,-101,-33,-65,-140,-191,-267,-289,-134,200,1210,1478,5320,4542,5480,5414,5968,4143,2753,125,-157,-137,-95,-74,0,0,0,0,0,0,0,0,3,2,21,9,53,81,100,68,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,10,11,29,41,24,11,9,1,1,2,0,0,0.0089505,0.026963,0.020018,0.0423319,0.116332,0.135758,0.131544,0.0972411,0.0964568,0.0518103,0.0228454,0.001881,36.25,42.91666667,49.75,47.58333333,37.08333333,222,222,222,222,222,222,146,137,131,131,131,131,2222,2834,2296,2647,2995,2125,1656,925,3028,696,1209,3057,2913,1997,989,3388,724,1226,3300,2758,2290,723,2864,350,818,2895,2531,1827,783,1378,1261,1403,2479,1913,1241
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,29,739,924,882,542,0,0,0,32767,32767,32767,795,795,751,32767,32767,38.6890984,4480,18.0256996,-189,-117,-46,-183,-292,-150,-357,-251,-56,36,1113,2509,2330,3924,4335,2654,2439,1185,-76,-287,-36,-191,-107,0,0,0,0,0,0,0,0,0,0,18,24,38,71,52,57,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,10,2,1,1,0,0,0,0,0,12933,12727,12675,13035,13045,13402,13726,14027,14038,14001,14198,0,13607,14992,15012,14642,14010,13888,13577,13404,13500,12876,12793,14128.73913,14261.27273,14012.15909,13951.26667,13809.37209,-181,-111,-46,-170,-269,-135,-339,-172,-24,40,1821,3855,4166,5186,5759,4107,3733,1545,-75,-269,-36,-188,-100,0,0,0,0,0,0,0,0,0,0,15,22,36,62,49,50,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,12,16,41,9,6,7,1,0,0,0,0,0.0089505,0.026963,0.020018,0.0423319,0.116332,0.135758,0.131544,0.0972411,0.0964568,0.0518103,0.0228454,0.001881,36.25,42.91666667,49.75,47.58333333,37.08333333,222,222,222,222,222,222,146,137,131,131,131,131,2481,2831,4544,5049,2097,1263,907,1125,2537,608,1063,3094,2728,2187,999,3152,680,1125,2918,2908,2092,1038,2027,487,838,2555,2282,1648,1573,2148,1846,1876,2567,2169,1596
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,29,739,924,882,542,0,0,0,32767,32767,32767,800,784,794,32767,32767,78.9450989,4457,21.5265007,-189,-117,-46,-183,-292,-150,-357,-251,-56,36,1113,2509,2330,3924,4335,2654,2439,1185,-76,-287,-36,-191,-107,0,0,0,0,0,0,0,0,0,0,18,24,38,71,52,57,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,10,2,1,1,0,0,0,0,0,12933,12727,12675,13035,13045,13402,13726,14027,14038,14001,14198,0,13607,14992,15012,14642,14010,13888,13577,13404,13500,12876,12793,14128.73913,14261.27273,14012.15909,13951.26667,13809.37209,-181,-111,-46,-170,-269,-135,-339,-172,-24,40,1821,3855,4166,5186,5759,4107,3733,1545,-75,-269,-36,-188,-100,0,0,0,0,0,0,0,0,0,0,15,22,36,62,49,50,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,12,16,41,9,6,7,1,0,0,0,0,0.0089505,0.026963,0.020018,0.0423319,0.116332,0.135758,0.131544,0.0972411,0.0964568,0.0518103,0.0228454,0.001881,36.25,42.91666667,49.75,47.58333333,37.08333333,222,222,222,222,222,222,146,137,131,131,131,131,2481,2831,4544,5049,2097,1263,907,1125,2537,608,1063,3094,2728,2187,999,3152,680,1125,2918,2908,2092,1038,2027,487,838,2555,2282,1648,1573,2148,1846,1876,2567,2169,1596
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,29,739,924,882,542,0,0,0,32767,32767,32767,800,784,794,32767,32767,62.7563019,4437,22.4517994,-246,-117,-42,-183,-294,-220,-357,-224,-400,147,396,2235,2330,3012,1697,1598,1171,1185,-114,-306,-36,-191,-137,0,0,0,0,0,0,0,0,0,0,15,14,38,84,122,57,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,2,1,1,0,0,0,0,0,12929,12856,12676,13028,13049,13393,13599,13915,13850,14000,14103,0,13930,14964,14812,14660,13819,13914,13376,13345,13374,12874,12874,14147.44444,14241.06818,13980.4,13951.56818,13771.09302,-235,-111,-40,-170,-270,-204,-339,-115,-137,187,626,3397,4166,4286,2802,2660,2009,1545,-115,-294,-36,-188,-143,0,0,0,0,0,0,0,0,0,0,14,9,36,76,102,50,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,11,16,20,9,6,7,1,0,0,0,0,0.0089505,0.026963,0.020018,0.0423319,0.116332,0.135758,0.131544,0.0972411,0.0964568,0.0518103,0.0228454,0.001881,36.25,42.91666667,49.75,47.58333333,37.08333333,222,222,222,222,222,222,146,137,131,131,131,131,2481,2831,2280,2560,2186,1423,1073,1373,2786,842,1304,2683,2839,2253,1458,2608,709,1181,3182,2832,2481,1038,2027,487,838,2555,2282,1648,1573,2148,2712,2806,2839,1996,1485
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,48,612,943,672,780,519,0,0,0,872,879,831,814,853,804,844,852,77.6065979,4228,21.9426003,-175,-149,-37,-302,-278,245,237,290,459,401,873,769,630,790,552,885,762,655,628,461,419,-174,170,0,0,0,0,0,0,0,12,7,18,30,40,61,66,65,56,18,14,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,3,3,2,2,1,1,1,1,1,1,12832,0,13408,13529,13337,13928,14558,14833,14489,14705,14773,14840,14973,15269,15081,14892,14344,14426,14091,14222,13741,13606,13516,14532.86957,14560.13636,14297.36364,14190.73913,14080.22727,-173,-163,-46,-304,-271,347,300,402,701,676,994,1230,1141,1383,945,1425,1253,1253,1245,774,700,-175,222,0,0,0,0,0,0,0,12,6,15,26,33,56,60,57,49,17,12,0,0,0,0,0,0,1,1,7,0,0,6,6,6,6,13,6,5,16,18,11,13,7,7,9,9,9,9,0.0092187,0.016819,0.0195416,0.0345115,0.0895113,0.141019,0.0630967,0.0817645,0.0661284,0.0440254,0.0189566,0.0028346,29.91666667,34.58333333,40.41666667,38.91666667,30.75,60,60,60,60,60,56,42,34,28,28,28,28,1722,1972,900,1540,3341,3241,3105,1799,2304,891,1524,2849,3109,2613,1918,2349,849,1423,2535,2706,2269,792,975,348,621,1175,1095,841,1368,1760,670,1160,2395,2490,2035
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,48,612,943,672,780,519,0,0,0,872,879,831,814,853,804,844,852,65.8041992,4209,4.5228701,-286,-149,-95,-73,-206,457,340,447,459,611,873,896,833,830,788,797,762,693,628,444,449,47,21,0,0,0,0,0,0,0,12,7,10,15,48,42,47,57,38,36,14,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,4,2,2,1,1,1,1,1,1,1,12898,0,13405,13526,13337,13958,14506,14671,14411,14719,14765,14803,14611,15252,15176,14869,14336,14435,14069,14019,13734,13585,13515,14532.86957,14560.13636,14297.36364,14190.73913,14080.22727,-290,-163,-129,-70,-194,639,426,612,701,1016,994,1429,1472,1419,1363,1311,1253,1300,1245,745,737,45,28,0,0,0,0,0,0,0,12,6,9,15,42,36,43,50,34,30,11,0,0,0,0,0,1,1,2,7,0,1,6,6,6,6,6,6,9,20,11,11,8,7,7,9,9,9,9,0.0092187,0.016819,0.0195416,0.0345115,0.0895113,0.141019,0.0630967,0.0817645,0.0661284,0.0440254,0.0189566,0.0028346,29.91666667,34.58333333,40.41666667,38.91666667,30.75,60,60,60,60,60,56,42,34,28,28,28,28,1599,1961,955,1670,3189,3229,3329,1682,2243,891,1524,2849,3109,2613,1695,2199,864,1454,3149,2861,2614,572,815,914,1584,3024,3125,2927,1428,1855,670,1160,2395,2490,2035
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,48,612,943,672,780,519,0,0,0,872,879,831,814,853,804,844,852,43.3595009,4210,3.8257201,-214,-149,-95,-113,-201,555,298,110,344,420,832,1516,981,920,893,1820,1198,836,689,732,577,-174,151,0,0,0,0,0,0,0,12,7,21,23,48,52,66,57,41,21,14,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,12898,0,13405,13526,13337,13958,14506,14671,14411,14719,14765,14803,14611,15252,15176,14869,14336,14435,14069,14019,13734,13585,13515,14532.86957,14560.13636,14297.36364,14190.73913,14080.22727,-219,-163,-129,-112,-195,772,366,155,518,678,955,2232,1666,1535,1443,2699,1881,1530,1310,1188,945,-175,197,0,0,0,0,0,0,0,12,6,16,21,42,47,60,50,37,17,12,0,0,0,0,0,0,1,1,1,0,0,6,6,6,11,13,13,10,12,13,12,10,7,7,9,9,9,9,0.0092187,0.016819,0.0195416,0.0345115,0.0895113,0.141019,0.0630967,0.0817645,0.0661284,0.0440254,0.0189566,0.0028346,29.91666667,34.58333333,40.41666667,38.91666667,30.75,60,60,60,60,60,56,42,34,28,28,28,28,2150,2463,859,1499,2588,2941,2461,1743,2745,786,1420,3027,3169,2491,1693,2631,832,1425,3095,3181,2549,952,1672,401,740,1774,1684,1261,1444,1966,607,1030,2500,2469,1852
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,48,612,943,672,780,519,0,0,0,872,879,826,761,887,834,844,852,88.1976013,4214,9.67976,-32,7,-305,-47,-350,-143,306,-73,353,473,832,841,758,1007,973,1104,685,647,784,485,488,-9,138,0,0,0,0,0,0,0,12,7,21,23,48,52,66,57,41,21,14,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,12898,0,13405,13526,13337,13958,14506,14671,14411,14719,14765,14803,14611,15252,15176,14869,14336,14435,14069,14019,13734,13585,13515,14570.32609,14574.04444,14323.53333,14225.62222,14144.09091,-33,8,-397,-47,-333,-148,424,-97,581,750,955,1314,1244,1568,1443,1730,1161,1191,1310,745,791,-9,197,0,0,0,0,0,0,0,12,6,16,21,42,47,60,50,37,17,12,0,0,0,0,0,0,1,1,1,0,0,6,6,6,11,13,13,10,12,13,12,10,7,7,9,9,9,9,0.0092187,0.016819,0.0195416,0.0345115,0.0895113,0.141019,0.0630967,0.0817645,0.0661284,0.0440254,0.0189566,0.0028346,29.91666667,34.58333333,40.41666667,38.91666667,30.75,60,60,60,60,60,56,42,34,28,28,28,28,2021,2349,859,1499,2588,2941,2461,1966,2561,786,1420,3027,3169,2491,1898,2604,832,1425,3095,3181,2549,1903,2539,401,740,1774,1684,1261,1571,1996,607,1030,2500,2469,1852
–°·‘≤›≤›‘≠ªØ≤›µÈ,0,0,0,0,168,850,928,937,685,0,0,0,795,716,882,721,751,747,781,875,60.5526009,4343,9.3617496,497,261,54,0,-250,-80,51,1113,1447,1795,2373,4270,5474,4866,3790,3726,3150,1719,1715,1510,1326,58,168,0,0,0,0,0,0,0,12,22,34,96,108,125,239,236,197,77,45,0,0,0,0,0,1,1,0,0,0,0,1,2,2,4,8,20,25,12,13,13,2,7,3,3,1,0,0,13056,13095,12997,13059,13127,13415,13802,14185,14154,14398,14796,14659,14378,14679,14817,14739,14255,14442,14076,13945,13759,13042,12905,14318.26667,14407.06522,14293.80435,14152.4186,13855.66667,578,261,49,0,-231,-75,58,1681,2544,3286,5107,5997,7040,7062,5747,6194,5115,3482,3230,2756,2182,54,156,0,0,0,0,0,0,0,10,18,27,82,95,110,197,200,165,60,38,-1,0,0,0,0,7,7,2,0,0,0,6,11,13,19,31,64,69,42,52,47,10,38,19,20,9,2,2,0.0100011,0.038402,0.0233748,0.0465397,0.132455,0.144543,0.136474,0.116237,0.0979667,0.0625674,0.0278564,0.0034516,38.66666667,45.16666667,52.75,51.66666667,41.41666667,265,265,265,265,265,265,98,201,187,187,187,187,1236,2515,740,1122,3528,3036,2234,866,3461,462,972,4160,2831,1543,813,3851,410,917,4603,2847,1527,656,2792,320,619,3192,2339,1142,841,1999,631,928,3272,2901,1760
Ã¶≤›≤›µÈ,0,0,0,0,584,988,1030,740,741,0,0,0,738,813,797,779,728,770,865,853,112.1259995,4921,8.9735804,1238,1384,1265,1203,1278,1314,1397,1437,1572,1963,2442,2518,3211,3210,3285,2833,2124,1569,1285,1196,1293,1045,1227,0,0,0,0,0,0,6,37,31,61,145,131,82,224,287,228,112,67,7,1,0,0,0,1,3,3,2,3,3,4,3,3,1,7,8,18,14,13,13,9,3,3,2,1,2,2,13620,13494,13880,14165,14255,14414,14896,15111,14940,15115,15078,14937,14060,14671,14901,15121,14561,14413,14087,14317,14182,14056,13604,14583.52174,14474.68889,14404.34783,14437.26667,14414.86667,1854,1759,1978,1987,2079,2030,1950,2413,2099,3051,3983,4256,5090,5467,5393,4061,3854,2952,2313,2041,2242,1827,1826,0,0,0,0,0,0,5,32,26,56,127,115,71,185,244,191,90,55,5,-1,0,0,0,9,15,16,14,16,18,20,16,19,6,36,34,59,49,53,53,39,22,18,13,9,16,12,0.0080191,0.0125666,0.0193984,0.0154821,0.0335798,0.0622366,0.187735,0.086749,0.119042,0.029593,0.0088934,0.0045208,28.25,40.91666667,46.16666667,39.66666667,32,752,752,752,752,752,531,488,268,223,223,223,223,1391,2613,543,980,3455,3695,2413,1128,2800,521,921,3339,2597,1331,905,2656,298,690,3240,2585,1273,1403,3322,293,808,4087,3131,1671,764,1316,249,441,1705,1292,654
Ã¶≤›≤›µÈ,0,0,0,0,584,988,1030,740,741,0,0,0,738,813,797,779,728,770,865,853,335.9660034,4933,9.7403097,1238,1384,1265,1203,1278,1314,1397,1437,1572,1963,2442,2518,3211,3210,3285,2833,2124,1569,1285,1196,1293,1045,1227,0,0,0,0,0,0,6,37,31,61,145,131,82,224,287,228,112,67,7,1,0,0,0,1,3,3,2,3,3,4,3,3,1,7,8,18,14,13,13,9,3,3,2,1,2,2,13620,13494,13880,14165,14255,14414,14896,15111,14940,15115,15078,14937,14060,14671,14901,15121,14561,14413,14087,14317,14182,14056,13604,14553.80435,14476.2,14406.71739,14429.35556,14425.8,1854,1759,1978,1987,2079,2030,1950,2413,2099,3051,3983,4256,5090,5467,5393,4061,3854,2952,2313,2041,2242,1827,1826,0,0,0,0,0,0,5,32,26,56,127,115,71,185,244,191,90,55,5,-1,0,0,0,9,15,16,14,16,18,20,16,19,6,36,34,59,49,53,53,39,22,18,13,9,16,12,0.0080191,0.0125666,0.0193984,0.0154821,0.0335798,0.0622366,0.187735,0.086749,0.119042,0.029593,0.0088934,0.0045208,28.25,40.91666667,46.16666667,39.66666667,32,752,752,752,752,752,531,488,268,223,223,223,223,1391,2613,543,980,3455,3695,2413,1128,2800,521,921,3339,2597,1331,905,2656,298,690,3240,2585,1273,1403,3322,293,808,4087,3131,1671,764,1316,249,441,1705,1292,654
Ã¶≤›≤›µÈ,0,0,0,213,342,412,1138,1102,868,372,24,0,32767,32767,552,538,565,629,32767,32767,250.9210052,4283,5.6703701,-210,548,491,258,845,591,427,732,1012,1262,1669,1593,1148,2039,1689,1774,436,667,914,11,466,210,477,0,0,0,0,0,1,6,33,23,71,158,61,123,54,75,69,36,29,12,2,2,0,0,0,1,2,0,2,1,1,2,1,1,5,6,7,3,7,8,7,2,1,1,1,2,1,12964,13697,13920,13831,14086,14187,14283,14582,14380,14645,14865,15239,14230,0,14131,14724,13890,14131,13834,13763,14138,13627,13784,14704.84444,14698.66667,14684.17391,14618.73333,14617.73333,-227,884,910,311,1109,928,618,1295,2128,2284,3347,3075,2029,3149,3016,2268,782,1290,1719,12,871,297,1066,0,0,0,0,0,1,6,30,18,64,142,56,109,49,68,61,31,25,9,1,1,0,0,1,9,14,2,13,6,6,12,6,4,22,24,30,15,30,36,33,13,6,9,9,15,9,0.0074672,0.0185407,0.0270659,0.0350172,0.0842667,0.0481322,0.223985,0.105336,0.182402,0.0331182,0.0097133,0.0030336,23.33333333,45.41666667,41.5,39.83333333,39,323,323,323,236,185,152,801,604,526,304,303,303,1238,1971,651,1004,2338,2513,1712,5116,5416,5119,5192,5097,4321,2320,1439,2762,1989,2170,3654,3055,2628,1505,2388,1197,1341,2985,2501,1733,5139,5334,1160,1330,2288,1588,920
Ã¶≤›≤›µÈ,0,0,0,213,342,412,1138,1102,868,372,24,0,32767,32767,552,538,565,629,32767,32767,253.8480072,4303,2.23153,-36,1248,864,115,1536,936,715,1060,865,2061,2016,1819,2948,1893,2917,658,701,1784,1572,833,1291,552,781,0,0,0,0,0,2,6,41,23,58,139,124,120,94,127,52,48,26,12,2,2,0,0,0,1,2,0,2,2,1,2,1,2,2,7,6,6,9,5,7,4,1,2,1,1,1,12964,13697,13920,13831,14086,14187,14283,14582,14380,14645,14865,15239,14230,0,14131,14724,13890,14131,13834,13763,14138,13627,13784,14704.84444,14698.66667,14684.17391,14618.73333,14617.73333,-33,1814,1188,111,2169,1617,1481,1763,1858,3424,3837,3511,4486,3627,4449,716,1867,2917,3194,1151,2816,787,1794,0,0,0,0,0,-3,6,37,18,51,124,110,105,82,111,46,43,24,8,1,1,0,0,1,9,14,2,13,11,6,12,5,7,10,29,26,23,42,22,33,24,6,17,9,9,9,0.0074672,0.0185407,0.0270659,0.0350172,0.0842667,0.0481322,0.223985,0.105336,0.182402,0.0331182,0.0097133,0.0030336,23.33333333,45.41666667,41.5,39.83333333,39,323,323,323,236,185,152,801,604,526,304,303,303,1153,2354,628,1005,2295,2480,1750,4686,5055,4522,4577,4739,4169,2477,953,2038,918,1085,2658,1986,1389,4342,5012,2095,2318,3783,3552,2937,1199,2187,739,862,1737,1379,815
Ã¶≤›≤›µÈ,0,0,0,213,342,412,1138,1102,868,372,24,0,32767,32767,552,538,565,629,32767,32767,6.3034301,4283,6.5185499,-67,604,440,149,749,936,210,656,871,1069,2281,1652,2864,1130,1506,679,1347,901,518,411,783,159,1001,0,0,0,0,0,1,6,25,18,38,176,94,51,60,54,52,38,13,4,0,1,0,0,0,1,1,0,1,1,1,1,1,2,2,2,7,3,2,5,7,1,1,1,1,1,1,12964,13697,13920,13831,14086,14187,14283,14582,14380,14645,14865,15239,14230,0,14131,14724,13890,14131,13834,13763,14138,13627,13784,14704.84444,14698.66667,14684.17391,14618.73333,14617.73333,-75,828,711,170,1109,1617,300,1154,1858,2015,3837,3028,4486,1938,2645,986,2459,1451,948,486,1568,223,1794,0,0,0,0,0,1,6,24,17,35,152,84,44,52,48,46,35,13,4,0,0,0,0,1,9,7,1,6,6,6,6,5,7,10,10,30,15,12,22,33,7,7,9,9,8,9,0.0074672,0.0185407,0.0270659,0.0350172,0.0842667,0.0481322,0.223985,0.105336,0.182402,0.0331182,0.0097133,0.0030336,23.33333333,45.41666667,41.5,39.83333333,39,323,323,323,236,185,152,801,604,526,304,303,303,1232,1854,628,1005,2295,2480,1750,4508,4856,4522,4577,4739,4169,2477,949,1917,1005,1227,2533,2256,1545,3382,4122,960,1302,2872,2632,2097,1334,1787,964,1223,2095,1947,1534
